Ticker,Exch.,Name,ICB_Level 2,Mar.Cap (mn USD),Outs. Share,Listed Share,Freefloat (Share),% Freefloat,Total foreign-room (Share),Foreign-owned (Share),Remaining Room (share),% State-owned,% Foreign-owned,% Other-owned,% Remained room,Beta,BVPS (VND),Basic EPS (VND),Basic PE,PB,% ROE,% ROA,EBIT (USD mn),EBITDA (USD mn),,Revenue Plan 2020 (USD mn),"Profit Plan 2020
(USD mn)",Price (VND),T-1,% T-1,% T-3,% 1M,% YTD,% YoY,Matched Vol. ,Put-through Vol.,Matched Value (USD) ,Put-through Value (USD),Total Vol.,"Total Val.
(USD)",TURNOVER 20D,% turnover vs prev 20D,Avg.Vol 20D ,Buying Vol.,Selling Vol.,Net off Vol.,Buying Val.  (USD),Selling Val.  (USD),Net off Val. (USD)
THB,HNX,Ha Noi - Thanh Hoa Beer,Food & Beverage L2,4.626328264," 11,424,570 "," 11,424,570 "," 4,569,828 ",40.0%, -   ," (5,131,839)"," 5,131,839 ",55.00%,4.08%,40.92%,44.92%,0.41," 11,899.80 ", 741.78 , 12.67 , 0.79 ,5.84%,2.68%,0.73333975,1.852948631,,0,0," 9,400 ", -   ,0.00%,-5.05%,17.50%,-16.07%,4.44%, -   , -   , -   , -   , -   , -   ," 20,540,500 ",-76.10%," 2,331 ", -   , -   , -   , -   , -   , -   
THS,HNX,Song Da Thanh Hoa,Retail L2,0.837461767," 2,700,000 "," 3,000,000 "," 1,485,000 ",55.0%, -   ," (1,467,900)"," 1,467,900 ",50.81%,0.07%,49.12%,54.37%,0.20," 13,385.19 "," 1,298.86 ", 5.54 , 0.54 ,9.45%,4.56%,0.09102222,0.184164887,,12.70839616,0.103390342," 7,200 ", -   ,0.00%,0.00%,0.00%,-20.00%,-38.46%, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
THT,HNX,VINACOMIN - Ha Tu Coal,Basic Resources L2,8.361500487," 24,569,052 "," 24,569,052 "," 7,370,716 ",30.0%, -   ," (7,282,768)"," 7,282,768 ",65.00%,5.41%,29.59%,29.64%,0.57," 15,151.95 "," 2,729.70 ", 2.89 , 0.52 ,19.74%,4.87%,4.269908245,11.09121269,,125.9803558,0.700538491," 7,900 ", -   ,0.00%,-1.25%,2.60%,12.86%,14.49%," 78,108 ", -   ," 26,182 ", -   ," 78,108 "," 26,182 "," 167,881,001 ",261.98%," 21,128 "," 1,200 "," (14,400)"," (13,200)", 403 ," (4,802)"," (4,399)"
TIG,HNX,ThangLong Investment Group,Real Estate L2,24.21151439," 82,650,277 "," 82,650,277 "," 66,120,221 ",80.0%, -   ," (29,031,584)"," 29,031,584 ",0.00%,13.86%,86.14%,35.13%,0.75," 11,964.33 "," 1,405.68 ", 4.84 , 0.57 ,9.92%,8.03%,1.198665945,1.435689147,,0,0," 6,800 ", -   ,0.00%,-1.45%,7.94%,6.25%,94.29%," 2,095,781 ", -   ," 579,274 ", -   ," 2,095,781 "," 579,274 "," 8,582,535,250 ",56.67%," 1,564,326 "," 12,500 "," (3,800)"," 8,700 "," 3,451 "," (1,113)"," 2,337 "
TJC,HNX,Transco,Industrial Goods & Services L2,2.778615431," 8,600,000 "," 8,600,000 "," 2,580,000 ",30.0%, -   ," (4,193,860)"," 4,193,860 ",33.49%,0.23%,66.28%,48.77%,-0.10," 10,950.10 "," (2,677.77)", (2.80), 0.68 ,-23.30%,-18.05%,-0.296078813,-0.296078813,,0,0," 7,500 ", -   ,0.00%,5.63%,27.12%,15.38%,0.00%," 6,400 ", -   ," 2,066 ", -   ," 6,400 "," 2,066 "," 238,793,503 ",-79.92%," 34,044 ", -   , -   , -   , -   , -   , -   
TKC,HNX,Tanky Real Estate,Construction & Materials L2,1.756881127," 10,732,232 "," 11,382,232 "," 7,512,562 ",70.0%, -   ," (5,559,893)"," 5,559,893 ",0.00%,0.15%,99.85%,51.81%,0.66," 14,274.67 ", (797.75), (4.76), 0.27 ,-5.37%,-1.20%,0.843431652,1.367827354,,0,0," 3,800 ", -   ,0.00%,-7.32%,31.03%,11.76%,-81.19%," 26,100 ", -   ," 4,012 ", -   ," 26,100 "," 4,012 "," 79,516,000 ",17.13%," 23,821 ", -   , -   , -   , -   , -   , -   
TKU,HNX,Tung Kuang Industrial,Construction & Materials L2,17.52588459," 32,287,965 "," 4,997,562 "," 8,071,991 ",25.0%, -   ," (539,860)"," 539,860 ",0.00%,38.20%,61.80%,1.67%,-1.20," 15,103.66 "," 1,579.86 ", 8.80 , 0.92 ,10.98%,5.46%,3.154243825,4.247590703,,33.9464955,1.29237927," 12,600 "," (1,300)",-9.35%,1.61%,29.90%,-17.65%,14.55%, 100 , -   , 54 , -   , 100 , 54 ," 52,821,500 ",-97.61%," 4,871 ", -   , -   , -   , -   , -   , -   
TMB,HNX,Vinacomin Northern Coal,Basic Resources L2,7.948132512," 15,000,000 "," 15,000,000 "," 5,250,000 ",35.0%, -   ," (7,348,000)"," 7,348,000 ",44.96%,0.01%,55.03%,48.99%,0.69," 17,246.04 "," 6,433.26 ", 1.91 , 0.71 ,45.51%,6.33%,6.395607643,6.846063401,,0,0," 12,300 ", -   ,0.00%,2.50%,-3.91%,11.82%,102.75%," 8,200 ", -   ," 4,323 ", -   ," 8,200 "," 4,323 "," 30,249,000 ",231.78%," 2,625 ", -   , -   , -   , -   , -   , -   
TMC,HNX,Thu Duc Trading and Im-export JSC,Utilities L2,6.303364494," 12,400,000 "," 12,400,000 "," 3,720,000 ",30.0%, -   ," (5,968,504)"," 5,968,504 ",0.00%,0.87%,99.13%,48.13%,-0.17," 15,260.76 "," 1,698.12 ", 6.95 , 0.77 ,10.76%,6.70%,0.968666261,1.341506269,,103.2180244,0.758195839," 11,800 ", -   ,0.00%,0.00%,15.69%,-18.62%,-17.48%, -   , -   , -   , -   , -   , -   ," 3,704,000 ",59.29%, 315 , -   , -   , -   , -   , -   , -   
TMX,HNX,Cement trading,Construction & Materials L2,3.360186103," 6,000,000 "," 6,000,000 "," 1,500,000 ",25.0%, -   ," (2,456,310)"," 2,456,310 ",59.64%,8.11%,32.24%,40.94%,0.18," 16,811.39 "," 1,573.62 ", 8.26 , 0.77 ,9.62%,5.50%,0.22678928,0.251862723,,0,0," 13,000 ", -   ,0.00%,-7.14%,-23.08%,11.11%,9.24%," 3,000 ", -   ," 1,680 ", -   ," 3,000 "," 1,680 "," 5,973,500 ",552.88%, 430 , -   ," (3,000)"," (3,000)", -   ," (1,680)"," (1,680)"
TNG,HNX,TNG Invm't and Trading,Personal & Household Goods L2,38.20600843," 65,211,476 "," 65,211,476 "," 35,866,311 ",55.0%, -   ," (27,725,760)"," 27,725,760 ",0.00%,6.49%,93.51%,42.52%,1.71," 16,011.63 "," 3,605.54 ", 3.69 , 0.83 ,22.81%,7.14%,17.11134794,22.52962346,,198.1648214,9.908241072," 13,600 ", 300 ,2.26%,-6.21%,-1.45%,-8.72%,-27.14%," 1,786,696 ", -   ," 1,011,515 ", -   ," 1,786,696 "," 1,011,515 "," 25,489,295,527 ",-7.96%," 1,803,255 "," 1,000 "," (3,000)"," (2,000)", 577 ," (1,680)"," (1,103)"
TPH,HNX,Ha Noi Textbooks Printing,Media L2,0.694663443," 1,897,085 "," 2,015,985 "," 663,980 ",35.0%, -   ," (984,528)"," 984,528 ",50.94%,0.16%,48.89%,51.90%,-0.13," 12,315.06 ", 830.23 , 10.24 , 0.69 ,6.80%,3.63%,0.072296786,0.155227071,,0,0," 8,500 ", -   ,0.00%,0.00%,10.39%,-11.46%,-19.81%, -   , -   , -   , -   , -   , -   ," 4,024,500 ",546.04%, 450 , -   , -   , -   , -   , -   , -   
TPP,HNX,Tan Phu Plastic,Industrial Goods & Services L2,11.4590962," 20,000,000 "," 20,000,000 "," 9,000,000 ",45.0%, -   ," (9,718,873)"," 9,718,873 ",0.00%,0.41%,99.59%,48.59%,0.04," 10,788.62 ", 424.92 , 31.30 , 1.23 ,3.99%,1.01%,1.605086954,3.409621973,,42.21772283,0.400637574," 13,300 ", -   ,0.00%,0.00%,9.92%,27.88%,2.53%, -   , -   , -   , -   , -   , -   ," 66,500 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
TSB,HNX,Tia Sang Battery,Industrial Goods & Services L2,2.034134321," 6,745,480 "," 6,745,480 "," 3,372,740 ",50.0%, -   ," (3,305,085)"," 3,305,085 ",51.00%,0.00%,49.00%,49.00%,0.00," 11,688.56 ", 719.53 , 9.73 , 0.60 ,6.30%,3.90%,0.332674629,0.67856011,,0,0," 7,000 ", -   ,0.00%,0.00%,0.00%,0.00%,-15.66%, -   , -   , -   , -   , -   , -   ," 70,000 ",1900.00%, 10 , -   , -   , -   , -   , -   , -   
TST,HNX,Telecom Technical Services,Technology L2,1.654245466," 4,800,000 "," 4,800,000 "," 2,880,000 ",60.0%, -   ," (2,206,700)"," 2,206,700 ",32.81%,3.03%,64.16%,45.97%,0.08," 17,882.98 ", 903.64 , 8.85 , 0.45 ,4.12%,1.63%,0.169925738,0.242049668,,5.514849093,0.067467066," 8,000 ", -   ,0.00%,6.67%,12.68%,31.15%,2.56%, 300 , -   , 103 , -   , 300 , 103 ," 10,986,500 ",-78.16%," 1,452 ", -   , -   , -   , -   , -   , -   
TTC,HNX,Thanh Thanh Construction,Construction & Materials L2,2.559138414," 5,940,528 "," 5,992,348 "," 2,970,264 ",50.0%, -   ," (2,592,988)"," 2,592,988 ",42.78%,5.73%,51.49%,43.65%,-0.51," 19,192.13 "," 2,523.89 ", 4.32 , 0.57 ,12.94%,6.88%,0.830472998,0.899502083,,0,0," 10,000 ", (900),-8.26%,-8.26%,-2.91%,-25.37%,-28.57%, 600 , -   , 258 , -   , 600 , 258 ," 1,711,000 ",250.67%, 145 , -   , -   , -   , -   , -   , -   
TTH,HNX,Tien Thanh Service And Trading,Retail L2,3.703189842," 37,374,846 "," 37,374,846 "," 29,899,877 ",80.0%, -   ," (17,960,307)"," 17,960,307 ",0.00%,0.95%,99.05%,48.05%,0.81," 11,263.67 ", 873.52 , 2.63 , 0.20 ,7.94%,6.22%,1.764948678,1.876353107,,8.185068711,0.86158618," 2,300 ", -   ,0.00%,4.55%,35.29%,-11.54%,-33.14%," 299,771 ", -   ," 29,009 ", -   ," 299,771 "," 29,009 "," 777,000,525 ",-13.36%," 363,792 ", -   , -   , -   , -   , -   , -   
TTL,HNX,Thang Long Corporation,Construction & Materials L2,11.71968509," 41,853,700 "," 41,908,000 "," 4,185,370 ",10.0%, -   ," (20,534,720)"," 20,534,720 ",25.05%,0.00%,74.94%,49.06%,0.29," 12,847.70 ", 449.07 , 14.03 , 0.49 ,3.48%,1.47%,-0.586260903,-0.290134461,,0,0," 6,500 ", n.a ,n.a,n.a,n.a,n.a,n.a, 300 , -   , 82 , -   , 300 , 82 , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
TTT,HNX,Tay Ninh Tourist - Trading,Travel & Leisure L2,7.717754362," 4,570,210 "," 4,570,210 "," 914,042 ",20.0%, -   ," (1,974,902)"," 1,974,902 ",80.83%,5.79%,13.38%,43.21%,0.19," 66,030.48 "," 3,845.08 ", 10.19 , 0.59 ,3.73%,3.41%,0.305899347,1.348462323,,0,0," 39,200 ", -   ,0.00%,9.50%,3.43%,-26.04%,-23.14%, -   , -   , -   , -   , -   , -   ," 27,611,000 ",-85.80%, 775 , -   , -   , -   , -   , -   , -   
TTZ,HNX,Tien Trung Construction,Construction & Materials L2,0.652258993," 7,570,444 "," 7,570,444 "," 4,920,789 ",65.0%, -   ," (1,690,120)"," 1,690,120 ",0.00%,26.67%,73.33%,22.33%,0.56," 9,535.22 ", (672.31), (3.12), 0.22 ,-6.78%,-5.53%,-0.143935341,-0.048072193,,0,0," 2,000 ", (100),-4.76%,0.00%,25.00%,-20.00%,-75.31%," 56,600 ", -   ," 4,879 ", -   ," 56,600 "," 4,879 "," 86,230,500 ",31.33%," 47,117 ", -   , -   , -   , -   , -   , -   
TV3,HNX,Power Engineering Consulting 3,Construction & Materials L2,10.41059437," 8,276,066 "," 8,276,080 "," 3,310,426 ",40.0%, -   ," (4,054,655)"," 4,054,655 ",48.78%,0.01%,51.21%,48.99%,-0.05," 13,253.63 "," 2,118.19 ", 13.79 , 2.20 ,16.90%,6.72%,0.909554885,1.130119307,,18.52410287,0.827122733," 29,200 ", -   ,0.00%,0.00%,-8.46%,3.18%,-23.16%, -   , -   , -   , -   , -   , -   ," 11,351,500 ",-48.46%, 375 , -   , -   , -   , -   , -   , -   
TV4,HNX,Power Engineering Consulting 4,Industrial Goods & Services L2,7.812758067," 15,770,222 "," 15,834,745 "," 4,731,067 ",30.0%, -   ," (7,747,421)"," 7,747,421 ",71.59%,0.07%,28.34%,49.13%,0.33," 10,799.35 "," 1,106.01 ", 10.22 , 1.05 ,10.10%,6.59%,0.781514849,0.917352509,,0,0," 11,500 ", 200 ,1.77%,0.00%,3.60%,-16.67%,-54.00%," 5,600 ", -   ," 2,773 ", -   ," 5,600 "," 2,773 "," 90,291,002 ",-28.70%," 7,953 ", -   , -   , -   , -   , -   , -   
TVC,HNX,Tri Viet Corporation,Financial Services L2,32.58147901," 40,016,607 "," 40,024,107 "," 32,013,286 ",80.0%, -   ," (19,597,581)"," 19,597,581 ",0.00%,0.04%,99.96%,48.97%,0.14," 12,279.07 ", 566.74 , 37.05 , 1.71 ,3.62%,1.34%,0.342492696,0.492824117,,11.54525481,3.05863094," 18,900 "," (2,100)",-10.00%,-26.74%,-34.38%,7.39%,57.50%," 187,891 ", -   ," 152,986 ", -   ," 187,891 "," 152,986 "," 11,605,195,123 ",-69.42%," 470,839 ", -   , -   , -   , -   , -   , -   
TVD,HNX,Vang Danh Coal,Basic Resources L2,11.62181467," 44,962,864 "," 44,962,864 "," 15,737,002 ",35.0%, -   ," (21,890,700)"," 21,890,700 ",66.83%,0.29%,32.88%,48.69%,0.25," 11,652.94 "," 1,307.50 ", 4.59 , 0.51 ,11.88%,2.30%,9.450042986,34.65490781,,202.1927368,2.157411795," 6,000 ", -   ,0.00%,-13.04%,-9.09%,-7.69%,13.21%," 19,711 ", -   ," 4,899 ", -   ," 19,711 "," 4,899 "," 423,012,495 ",-73.13%," 63,061 "," 10,100 ", -   ," 10,100 "," 2,523 ", -   ," 2,523 "
TXM,HNX,Gypsum and Cement,Construction & Materials L2,0.81419894," 7,000,000 "," 7,000,000 "," 2,800,000 ",40.0%, -   ," (2,219,175)"," 2,219,175 ",51.21%,17.30%,31.50%,31.70%,-0.23," 16,605.05 ", 63.82 , 45.44 , 0.17 ,0.38%,0.32%,-0.071755119,-0.055152941,,0,0," 2,700 ", (200),-6.90%,0.00%,3.85%,-20.59%,-37.21%," 1,400 ", -   , 164 , -   ," 1,400 ", 164 ," 32,907,000 ",-88.42%," 11,212 ", 100 , -   , 100 , 12 , -   , 12 
UNI,HNX,Vien Lien,Technology L2,2.837157524," 15,316,032 "," 15,617,632 "," 13,784,428 ",90.0%, -   ," (7,396,331)"," 7,396,331 ",0.00%,1.64%,98.36%,48.29%,0.21," 10,340.74 ", (21.41), (214.85), 0.44 ,-0.21%,-0.20%,-0.029379714,-0.02340298,,0,0," 4,300 ", (300),-6.52%,2.38%,4.88%,16.22%,-41.89%," 14,000 ", -   ," 2,593 ", -   ," 14,000 "," 2,593 "," 41,414,001 ",45.36%," 9,870 ", -   , -   , -   , -   , -   , -   
V12,HNX,Vinaconex 12,Construction & Materials L2,2.857243786," 5,818,000 "," 5,818,000 "," 1,454,500 ",25.0%, -   ," (2,850,320)"," 2,850,320 ",36.00%,0.01%,63.99%,48.99%,0.08," 15,720.29 "," 1,146.21 ", 9.95 , 0.73 ,7.50%,0.63%,0.823714832,0.798404154,,0,0," 11,400 ", -   ,0.00%,0.00%,9.62%,8.57%,-14.93%, -   , -   , -   , -   , -   , -   ," 57,000 ",1900.00%, 5 , -   , -   , -   , -   , -   , -   
V21,HNX,Vinaconex 21,Construction & Materials L2,2.688101615," 11,999,789 "," 11,999,789 "," 10,799,810 ",90.0%, -   ," (5,876,496)"," 5,876,496 ",0.00%,0.03%,99.97%,48.97%,1.85," 9,223.37 ", (259.17), (18.91), 0.53 ,-2.66%,-0.72%,0.710103601,0.752339685,,0,0," 5,200 ", 300 ,6.12%,-8.77%,-46.94%,-81.09%,-49.02%, 600 , -   , 126 , -   , 600 , 126 ," 10,837,500 ",-73.06%," 3,795 ", -   , -   , -   , -   , -   , -   
VAT,HNX,Van Xuan VT,Technology L2,0.332848839," 4,544,953 "," 4,612,953 "," 4,544,953 ",100.0%, -   ," (1,991,080)"," 1,991,080 ",0.00%,5.84%,94.16%,43.81%,-0.02," 11,160.29 ", 36.94 , 43.31 , 0.14 ,0.00%,0.00%,0,0,,0,0," 1,700 ", 100 ,6.25%,6.25%,6.25%,6.25%,-19.05%," 60,500 ", -   ," 4,217 ", -   ," 60,500 "," 4,217 "," 14,740,500 ",564.09%," 9,798 ", -   , -   , -   , -   , -   , -   
VBC,HNX,Vinh Plastic,Industrial Goods & Services L2,7.398831861," 7,499,960 "," 7,499,972 "," 1,874,990 ",25.0%, -   ," (3,498,431)"," 3,498,431 ",50.96%,2.35%,46.69%,46.65%,-0.29," 17,595.09 "," 3,650.92 ", 6.27 , 1.30 ,22.42%,5.49%,2.09448833,2.248400687,,40.0645328,1.154525481," 22,900 ", -   ,0.00%,9.57%,41.36%,43.13%,22.46%," 15,200 "," 718,684 "," 14,602 "," 774,010 "," 733,884 "," 788,612 "," 70,525,503 ",380.62%," 3,226 ", -   , -   , -   , -   , -   , -   
VC1,HNX,Viet Nam Construction No.1,Construction & Materials L2,5.944944643," 12,000,000 "," 12,000,000 "," 3,000,000 ",25.0%, -   ," (5,572,694)"," 5,572,694 ",0.00%,2.56%,97.44%,46.44%,-0.24," 19,117.98 "," 1,142.76 ", 10.06 , 0.60 ,5.87%,1.47%,0.568077892,0.809409996,,21.64894671,0.338000258," 11,500 ", -   ,0.00%,-9.45%,-10.16%,-11.54%,-33.53%, -   , -   , -   , -   , -   , -   ," 1,360,000 ",322.79%, 115 , -   , -   , -   , -   , -   , -   
VC2,HNX,VINA2 Invest and Construction,Construction & Materials L2,8.077370439," 15,000,000 "," 15,000,000 "," 4,500,000 ",30.0%, -   ," (7,303,788)"," 7,303,788 ",0.00%,0.31%,99.69%,48.69%,-0.31," 18,045.69 "," 1,629.90 ", 7.06 , 0.64 ,8.34%,1.24%,3.693234084,4.026920172,,69.78848059,1.29927196," 12,500 "," 1,000 ",8.70%,2.46%,-4.58%,-37.19%,-33.86%, 215 , -   , 107 , -   , 215 , 107 ," 9,545,000 ",-75.59%, 791 , -   , -   , -   , -   , -   , -   
VC3,HNX,Viet Nam Construction No.3,Real Estate L2,43.37044298," 61,015,642 "," 61,015,642 "," 61,015,642 ",100.0%, -   ," (29,887,633)"," 29,887,633 ",0.00%,0.02%,99.98%,48.98%,0.27," 11,276.00 ", 989.86 , 16.57 , 1.45 ,8.10%,3.85%,2.20770911,2.661212449,,11.53788825,2.389566191," 16,500 ", 100 ,0.61%,0.00%,1.85%,0.00%,16.50%," 221,600 "," 65,000 "," 155,640 "," 45,923 "," 286,600 "," 201,563 "," 2,942,798,530 ",22.77%," 302,471 ", -   , -   , -   , -   , -   , -   
VC6,HNX,Visicons,Construction & Materials L2,2.619221988," 8,000,000 "," 8,000,000 "," 4,000,000 ",50.0%, -   ," (3,115,425)"," 3,115,425 ",0.00%,10.06%,89.94%,38.94%,-0.36," 14,253.19 "," 1,003.88 ", 7.57 , 0.53 ,7.23%,1.15%,0.518621908,0.633342735,,40.3031491,0.348597768," 7,600 ", -   ,0.00%,0.00%,1.33%,7.04%,-21.65%, -   , -   , -   , -   , -   , -   ," 7,018,000 ",279.03%, 930 , -   , -   , -   , -   , -   , -   
VC7,HNX,Viet Nam Construction No.7,Construction & Materials L2,5.420870891," 22,879,032 "," 22,879,346 "," 14,871,370 ",65.0%, -   ," (11,178,409)"," 11,178,409 ",0.00%,0.14%,99.86%,48.86%,-0.43," 11,062.77 ", 532.64 , 10.33 , 0.50 ,4.94%,2.68%,-0.995399672,-0.805431242,,0,0," 5,500 ", -   ,0.00%,3.77%,5.77%,-9.84%,-26.67%, -   , -   , -   , -   , -   , -   ," 19,786,000 ",252.83%," 3,425 ", -   , -   , -   , -   , -   , -   
VC9,HNX,Viet Nam Construction No.9,Construction & Materials L2,4.534390212," 11,695,200 "," 12,000,000 "," 4,678,080 ",40.0%, -   ," (5,566,250)"," 5,566,250 ",36.22%,2.61%,61.16%,47.59%,0.49," 14,939.43 ", 82.68 , 119.74 , 0.66 ,0.55%,0.07%,1.431811139,1.727591896,,43.95959161,0.517813294," 9,000 ", (900),-9.09%,-18.18%,-18.18%,-21.74%,-23.08%, 100 , -   , 39 , -   , 100 , 39 ," 485,000 ",85.57%, 45 , -   , -   , -   , -   , -   , -   
VCC,HNX,Vinaconex 25,Construction & Materials L2,4.652565373," 12,000,000 "," 12,000,000 "," 6,000,000 ",50.0%, -   ," (5,872,100)"," 5,872,100 ",51.00%,0.07%,48.93%,48.93%,-0.11," 12,891.92 ", 931.28 , 9.66 , 0.70 ,7.35%,1.47%,1.189173869,1.901253349,,43.15943652,0.414207556," 9,000 ", -   ,0.00%,0.00%,-5.26%,-9.09%,-7.22%, -   , -   , -   , -   , -   , -   ," 15,672,500 ",-88.58%," 1,680 ", -   , -   , -   , -   , -   , -   
VCG,HNX,Vinaconex Group,Construction & Materials L2,479.5204825," 441,710,673 "," 441,710,673 "," 61,839,494 ",14.0%, -   ," (214,425,591)"," 214,425,591 ",0.00%,0.46%,99.54%,48.54%,0.18," 15,524.05 "," 1,505.65 ", 16.74 , 1.62 ,8.53%,3.53%,10.099556,19.93438079,,0,0," 25,200 ", -   ,0.00%,0.00%,-0.79%,-6.32%,-4.55%," 105,500 "," 7,000 "," 113,554 "," 7,599 "," 112,500 "," 121,153 "," 1,868,020,911 ",41.11%," 153,474 ", -   , (100), (100), -   , (107), (107)
VCM,HNX,VINACONEX MEC,Industrial Goods & Services L2,1.731788222," 3,000,000 "," 3,000,000 "," 900,000 ",30.0%, -   , -   , -   ,44.20%,0.00%,55.80%,0.00%,0.50," 21,675.59 "," 2,184.70 ", 6.13 , 0.62 ,9.50%,5.19%,0.243946244,0.408526969,,3.256795761,0.252013958," 13,400 ", -   ,0.00%,-7.59%,-21.18%,-74.72%,-49.24%, -   , -   , -   , -   , -   , -   ," 2,061,000 ",-34.98%, 125 , -   , -   , -   , -   , -   , -   
VCS,HNX,VICOSTONE,Construction & Materials L2,417.8692974," 155,200,000 "," 160,000,000 "," 31,040,000 ",20.0%, -   ," (74,017,371)"," 74,017,371 ",0.00%,2.75%,97.25%,47.69%,1.10," 21,991.23 "," 9,481.00 ", 6.75 , 2.91 ,44.65%,27.23%,76.66082255,80.41725328,,286.6497221,68.23762547," 62,500 "," (1,500)",-2.34%,-8.49%,-6.02%,-10.84%,2.37%," 404,673 ", -   ," 1,082,276 ", -   ," 404,673 "," 1,082,276 "," 24,077,052,101 ",3.93%," 359,723 "," 3,210 "," (24,200)"," (20,990)"," 8,565 "," (64,805)"," (56,240)"
VDL,HNX,Lam Dong Foodstuff,Food & Beverage L2,15.72235536," 14,657,150 "," 14,657,150 "," 2,198,573 ",15.0%, -   ," (7,062,857)"," 7,062,857 ",0.00%,0.81%,99.19%,48.19%,-0.38," 13,310.54 "," 1,290.58 ", 19.29 , 1.87 ,9.77%,7.84%,1.002913547,1.305866036,,0,0," 24,900 ", -   ,0.00%,-0.40%,8.26%,-7.43%,-5.68%, -   , -   , -   , -   , -   , -   ," 67,061,000 ",753.73%," 2,730 ", -   , -   , -   , -   , -   , -   
VE1,HNX,VNECO 1,Construction & Materials L2,1.941917374," 5,931,280 "," 6,000,000 "," 1,482,820 ",25.0%, -   ," (1,142,261)"," 1,142,261 ",0.00%,30.31%,69.69%,19.26%,-0.07," 6,738.67 ", 606.80 , 12.52 , 1.13 ,9.47%,8.62%,0.011375804,0.007043652,,0.603110326,0.056003102," 7,600 ", -   ,0.00%,0.00%,1.33%,-8.43%,-24.75%, -   , -   , -   , -   , -   , -   ," 228,000 ",1900.00%, 30 , -   , -   , -   , -   , -   , -   
VE2,HNX,VNECO 2 Electricity Construction,Construction & Materials L2,0.632686857," 2,098,080 "," 2,158,880 "," 1,363,752 ",65.0%, -   ," (1,041,031)"," 1,041,031 ",31.45%,0.78%,67.77%,49.62%,-0.01," 10,619.77 ", 19.28 , 362.99 , 0.66 ,0.18%,0.15%,0.007053469,-0.043303059,,0,0," 7,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VE3,HNX,VNECO 3 Electricity Construction,Construction & Materials L2,0.33542795," 1,319,710 "," 1,319,710 "," 659,855 ",50.0%, -   ," (565,897)"," 565,897 ",52.93%,6.12%,40.95%,42.88%,0.81," 12,697.32 ", 502.91 , 11.73 , 0.46 ,3.99%,1.55%,0.071381896,0.071381896,,0,0," 5,900 ", -   ,0.00%,9.26%,-3.28%,5.36%,-3.28%, -   , -   , -   , -   , -   , -   ," 34,918,000 ",28.42%," 5,611 ", -   , -   , -   , -   , -   , -   
VE4,HNX,VNECO4 Electricity Construction,Construction & Materials L2,0.221427648," 1,028,000 "," 1,028,000 "," 514,000 ",50.0%, -   ," (497,920)"," 497,920 ",54.73%,0.56%,44.71%,48.44%,0.52," 14,483.18 ", 411.86 , 12.14 , 0.35 ,2.85%,1.62%,-0.028485348,-0.025177838,,2.212811786,0.07108086," 5,000 ", -   ,0.00%,0.00%,-26.47%,11.11%,-28.57%, -   , -   , -   , -   , -   , -   ," 7,938,500 ",-68.51%," 1,455 ", -   , -   , -   , -   , -   , -   
VE8,HNX,Vneco 8 Electricity Construction,Construction & Materials L2,0.697884806," 1,800,000 "," 1,800,000 "," 810,000 ",45.0%, -   ," (876,800)"," 876,800 ",55.93%,0.29%,43.78%,48.71%,0.00," 6,848.37 ", 146.07 , 61.61 , 1.31 ,2.13%,0.45%,0.096120168,0.123712134,,4.753370956,0.109852238," 9,000 ", n.a ,n.a,n.a,n.a,n.a,n.a, -   , -   , -   , -   , -   , -   , -   ,0.00%, -   , -   , -   , -   , -   , -   , -   
VE9,HNX,VNECO 9,Construction & Materials L2,0.755312032," 12,523,613 "," 12,523,613 "," 11,271,251 ",90.0%, -   ," (5,581,877)"," 5,581,877 ",0.00%,4.43%,95.57%,44.57%,-0.23," 5,271.18 "," (5,023.90)", (0.30), 0.28 ,-76.66%,-53.73%,-2.726350824,-2.70471046,,1.532793306,-0.16832965," 1,400 ", (100),-6.67%,7.69%,7.69%,0.00%,-33.33%," 65,900 ", -   ," 3,974 ", -   ," 65,900 "," 3,974 "," 142,111,002 ",-35.08%," 107,856 ", -   , -   , -   , -   , -   , -   
VGP,HNX,Vegetexco Port,Industrial Goods & Services L2,3.573634308," 7,825,922 "," 8,214,692 "," 6,260,738 ",80.0%, -   ," (3,865,589)"," 3,865,589 ",38.43%,1.94%,59.63%,49.39%,0.11," 21,841.90 ", 888.26 , 11.93 , 0.49 ,4.08%,0.16%,3.907702406,3.98893579,,0,0," 10,600 ", -   ,0.00%,-6.19%,-10.17%,-53.71%,-58.27%, -   , -   , -   , -   , -   , -   ," 8,582,000 ",-75.30%, 770 , -   , -   , -   , -   , -   , -   
